elapsed_ms,timestamp,angle,feedback,zone
0,00:00:00.000,29.8,0,yellow
150,00:00:00.150,12.63,0,green
300,00:00:00.300,2.51,0,green
450,00:00:00.450,-1.73,0,green
600,00:00:00.600,-3.52,0,green
750,00:00:00.750,-4.33,0,green
900,00:00:00.900,-4.84,0,green
1050,00:00:01.050,-5.18,0,green
1200,00:00:01.200,-5.07,0,green
1350,00:00:01.350,-4.65,0,green
1500,00:00:01.500,-4.72,0,green
1650,00:00:01.650,-4.05,0,green
1800,00:00:01.800,-3.14,0,green
1950,00:00:01.950,-2.24,0,green
2100,00:00:02.100,-1.98,0,green
2250,00:00:02.250,-2.03,0,green
2400,00:00:02.400,-2.04,0,green
2550,00:00:02.550,-2.04,0,green
2700,00:00:02.700,-1.88,0,green
2850,00:00:02.850,-1.84,0,green
3000,00:00:03.000,-1.97,0,green
3150,00:00:03.150,-1.38,0,green
3300,00:00:03.300,0.83,0,green
3450,00:00:03.450,3.54,0,green
3600,00:00:03.600,7.4,0,green
3750,00:00:03.750,11.95,0,green
3900,00:00:03.900,13.98,0,green
4050,00:00:04.050,14.91,0,green
4200,00:00:04.200,14.0,0,green
4350,00:00:04.350,11.2,0,green
4500,00:00:04.500,9.69,0,green
4650,00:00:04.650,7.98,0,green
4800,00:00:04.800,7.64,0,green
4950,00:00:04.950,7.38,0,green
5100,00:00:05.100,8.05,0,green
5250,00:00:05.250,8.73,0,green
5400,00:00:05.400,9.83,0,green
5550,00:00:05.550,10.97,0,green
5700,00:00:05.700,10.08,0,green
5850,00:00:05.850,10.29,0,green
6000,00:00:06.000,13.92,0,green
6150,00:00:06.150,16.54,0,green
6300,00:00:06.300,16.63,0,green
6450,00:00:06.450,14.51,0,green
6600,00:00:06.600,11.9,0,green
6750,00:00:06.750,15.11,0,green
6900,00:00:06.900,16.61,0,green
7050,00:00:07.050,13.41,0,green
7200,00:00:07.200,11.19,0,green
7350,00:00:07.350,11.29,0,green
7500,00:00:07.500,11.6,0,green
7650,00:00:07.650,9.95,0,green
7800,00:00:07.800,11.48,0,green
7950,00:00:07.950,11.24,0,green
8100,00:00:08.100,6.86,0,green
8250,00:00:08.250,4.81,0,green
8400,00:00:08.400,7.99,0,green
8550,00:00:08.550,10.32,0,green
8700,00:00:08.700,9.67,0,green
8850,00:00:08.850,9.12,0,green
9000,00:00:09.000,10.66,0,green
9150,00:00:09.150,8.33,0,green
9300,00:00:09.300,7.77,0,green
9450,00:00:09.450,13.03,0,green
9600,00:00:09.600,15.87,0,green
9750,00:00:09.750,12.35,0,green
9900,00:00:09.900,11.18,0,green
10050,00:00:10.050,12.66,0,green
10200,00:00:10.200,9.34,0,green
10350,00:00:10.350,5.48,0,green
10500,00:00:10.500,8.01,0,green
10650,00:00:10.650,12.83,0,green
10800,00:00:10.800,13.94,0,green
10950,00:00:10.950,12.61,0,green
11100,00:00:11.100,13.56,0,green
11250,00:00:11.250,15.24,0,green
11400,00:00:11.400,16.62,0,green
11550,00:00:11.550,20.45,0,yellow
11700,00:00:11.700,24.33,0,yellow
11850,00:00:11.850,24.82,0,yellow
12000,00:00:12.000,22.84,0,yellow
12150,00:00:12.150,21.81,0,yellow
12300,00:00:12.300,20.97,0,yellow
12450,00:00:12.450,24.43,0,yellow
12600,00:00:12.600,24.3,0,yellow
12750,00:00:12.750,19.66,0,green
12900,00:00:12.900,14.93,0,green
13050,00:00:13.050,11.67,0,green
13200,00:00:13.200,9.7,0,green
13350,00:00:13.350,10.44,0,green
13500,00:00:13.500,11.52,0,green
13650,00:00:13.650,16.0,0,green
13800,00:00:13.800,16.15,0,green
13950,00:00:13.950,13.0,0,green
14100,00:00:14.100,9.6,0,green
14250,00:00:14.250,7.58,0,green
14400,00:00:14.400,7.08,0,green
14550,00:00:14.550,6.06,0,green
14700,00:00:14.700,5.08,0,green
14850,00:00:14.850,4.65,0,green
15000,00:00:15.000,7.52,0,green
15150,00:00:15.150,12.63,0,green
15300,00:00:15.300,20.15,0,yellow
15450,00:00:15.450,25.21,0,yellow
15600,00:00:15.600,26.46,0,yellow
15750,00:00:15.750,25.92,0,yellow
15900,00:00:15.900,31.3,0,yellow
16050,00:00:16.050,41.07,0,yellow
