elapsed_ms,timestamp,angle,feedback,zone
19,00:00:00.019,1.23,0,green
153,00:00:00.153,1.58,0,green
286,00:00:00.286,1.00,0,green
420,00:00:00.420,1.23,0,green
548,00:00:00.548,1.66,0,green
682,00:00:00.682,1.79,0,green
818,00:00:00.818,1.97,0,green
920,00:00:00.920,1.90,0,green
1049,00:00:01.049,2.27,0,green
1180,00:00:01.180,1.84,0,green
1282,00:00:01.282,2.01,0,green
1413,00:00:01.413,1.17,0,green
1543,00:00:01.543,1.99,0,green
1677,00:00:01.677,4.54,0,green
1809,00:00:01.809,4.49,0,green
1945,00:00:01.945,5.17,0,green
2049,00:00:02.049,6.30,0,green
2185,00:00:02.185,7.06,0,green
2315,00:00:02.315,10.70,0,green
2446,00:00:02.446,13.17,0,green
2571,00:00:02.571,15.21,0,green
2709,00:00:02.709,11.15,0,green
2852,00:00:02.852,8.40,0,green
2979,00:00:02.979,11.03,0,green
3109,00:00:03.109,10.48,0,green
3249,00:00:03.249,13.10,0,green
3391,00:00:03.391,10.84,0,green
3527,00:00:03.527,11.09,0,green
3656,00:00:03.656,7.84,0,green
3790,00:00:03.790,10.80,0,green
3941,00:00:03.941,3.98,0,green
4079,00:00:04.079,6.52,0,green
4218,00:00:04.218,7.69,0,green
4354,00:00:04.354,13.10,0,green
4487,00:00:04.487,19.59,0,green
4615,00:00:04.615,25.25,0,green
4749,00:00:04.749,31.23,0,yellow
4872,00:00:04.872,31.86,0,yellow
5008,00:00:05.008,38.10,0,yellow
5138,00:00:05.138,40.81,0,yellow
5273,00:00:05.273,42.24,1,yellow
5415,00:00:05.415,41.06,1,yellow
5546,00:00:05.546,50.15,1,yellow
5670,00:00:05.670,44.29,1,yellow
5804,00:00:05.804,43.00,1,yellow
5938,00:00:05.938,42.86,1,yellow
6060,00:00:06.060,39.29,1,yellow
6191,00:00:06.191,38.77,1,yellow
6332,00:00:06.332,40.92,1,yellow
6465,00:00:06.465,44.22,1,yellow
6591,00:00:06.591,45.09,1,yellow
7089,00:00:07.089,58.79,1,yellow
7235,00:00:07.235,59.94,0,yellow
7366,00:00:07.366,62.11,1,red
7497,00:00:07.497,62.79,1,red
7620,00:00:07.620,65.34,1,red
7743,00:00:07.743,62.82,1,red
7864,00:00:07.864,61.45,1,red
7993,00:00:07.993,57.81,1,yellow
8119,00:00:08.119,60.88,1,red
8219,00:00:08.219,61.24,1,red
8358,00:00:08.358,62.16,1,red
8491,00:00:08.491,66.71,1,red
8620,00:00:08.620,64.90,1,red
8756,00:00:08.756,63.93,1,red
8883,00:00:08.883,71.75,1,red
8983,00:00:08.983,72.69,1,red
9107,00:00:09.107,70.85,1,red
9245,00:00:09.245,76.55,1,red
9381,00:00:09.381,76.72,1,red
9508,00:00:09.508,66.80,1,red
9647,00:00:09.647,72.20,1,red
9783,00:00:09.783,60.78,1,red
9929,00:00:09.929,59.18,1,yellow
10069,00:00:10.069,65.39,1,red
10208,00:00:10.208,62.96,1,red
10337,00:00:10.337,61.08,1,red
10461,00:00:10.461,63.29,1,red
10586,00:00:10.586,59.42,1,yellow
10722,00:00:10.722,59.69,1,yellow
10845,00:00:10.845,55.16,1,yellow
10982,00:00:10.982,50.21,1,yellow
11112,00:00:11.112,53.10,1,yellow
11252,00:00:11.252,47.35,1,yellow
11379,00:00:11.379,35.01,1,yellow
11511,00:00:11.511,28.55,0,green
11643,00:00:11.643,11.81,0,green
11770,00:00:11.770,68.54,1,red
11905,00:00:11.905,67.66,1,red
12038,00:00:12.038,12.05,0,green
12183,00:00:12.183,52.58,0,yellow
12317,00:00:12.317,156.47,1,red
12439,00:00:12.439,17.94,0,green
12571,00:00:12.571,19.27,0,green
12701,00:00:12.701,11.70,0,green
12847,00:00:12.847,5.89,0,green
12981,00:00:12.981,5.76,0,green
13113,00:00:13.113,21.94,0,green
13248,00:00:13.248,33.25,0,yellow
13383,00:00:13.383,111.46,1,red
13516,00:00:13.516,32.23,0,yellow
13625,00:00:13.625,30.46,0,yellow
13758,00:00:13.758,21.22,0,green
13890,00:00:13.890,62.36,1,red
14020,00:00:14.020,34.51,0,yellow
