elapsed_ms,timestamp,angle,feedback,zone
0,00:00:00.000,65.42,0,red
150,00:00:00.150,41.54,0,yellow
300,00:00:00.300,25.84,0,green
450,00:00:00.450,14.89,0,green
600,00:00:00.600,11.74,0,green
750,00:00:00.750,9.66,0,green
900,00:00:00.900,11.24,0,green
1050,00:00:01.050,11.95,0,green
1200,00:00:01.200,13.05,0,green
1350,00:00:01.350,14.9,0,green
1500,00:00:01.500,15.21,0,green
1650,00:00:01.650,13.6,0,green
1800,00:00:01.800,18.19,0,green
1950,00:00:01.950,15.6,0,green
2100,00:00:02.100,17.68,0,green
2250,00:00:02.250,22.19,0,green
2400,00:00:02.400,21.8,0,green
2550,00:00:02.550,25.84,0,green
2700,00:00:02.700,25.41,0,green
2850,00:00:02.850,23.95,0,green
3000,00:00:03.000,26.67,0,green
3150,00:00:03.150,22.65,0,green
3300,00:00:03.300,14.37,0,green
3450,00:00:03.450,7.34,0,green
3600,00:00:03.600,8.32,0,green
3750,00:00:03.750,8.82,0,green
3900,00:00:03.900,13.55,0,green
4050,00:00:04.050,14.97,0,green
4200,00:00:04.200,13.97,0,green
4350,00:00:04.350,14.3,0,green
4500,00:00:04.500,13.13,0,green
4650,00:00:04.650,13.17,0,green
4800,00:00:04.800,13.68,0,green
4950,00:00:04.950,14.02,0,green
5100,00:00:05.100,14.03,0,green
5250,00:00:05.250,13.86,0,green
5400,00:00:05.400,13.78,0,green
5550,00:00:05.550,13.69,0,green
5700,00:00:05.700,13.81,0,green
5850,00:00:05.850,14.34,0,green
6000,00:00:06.000,14.44,0,green
6150,00:00:06.150,13.21,0,green
6300,00:00:06.300,10.08,0,green
6450,00:00:06.450,7.4,0,green
6600,00:00:06.600,7.21,0,green
6750,00:00:06.750,9.62,0,green
6900,00:00:06.900,10.9,0,green
7050,00:00:07.050,11.35,0,green
7200,00:00:07.200,10.77,0,green
7350,00:00:07.350,12.98,0,green
7500,00:00:07.500,10.77,0,green
7650,00:00:07.650,5.73,0,green
7800,00:00:07.800,4.28,0,green
7950,00:00:07.950,4.43,0,green
8100,00:00:08.100,4.65,0,green
8250,00:00:08.250,6.31,0,green
8400,00:00:08.400,9.63,0,green
8550,00:00:08.550,11.76,0,green
8700,00:00:08.700,10.99,0,green
8850,00:00:08.850,4.32,0,green
9000,00:00:09.000,2.22,0,green
9150,00:00:09.150,3.65,0,green
9300,00:00:09.300,9.0,0,green
9450,00:00:09.450,8.87,0,green
9600,00:00:09.600,13.46,0,green
9750,00:00:09.750,16.27,0,green
9900,00:00:09.900,15.26,0,green
10050,00:00:10.050,10.34,0,green
10200,00:00:10.200,10.53,0,green
10350,00:00:10.350,9.72,0,green
10500,00:00:10.500,8.4,0,green
10650,00:00:10.650,9.5,0,green
10800,00:00:10.800,16.87,0,green
10950,00:00:10.950,14.55,0,green
11100,00:00:11.100,12.86,0,green
11250,00:00:11.250,10.9,0,green
11400,00:00:11.400,9.43,0,green
11550,00:00:11.550,8.64,0,green
11700,00:00:11.700,3.79,0,green
11850,00:00:11.850,5.76,0,green
12000,00:00:12.000,15.27,0,green
12150,00:00:12.150,17.98,0,green
12300,00:00:12.300,13.49,0,green
12450,00:00:12.450,7.78,0,green
12600,00:00:12.600,6.37,0,green
12750,00:00:12.750,9.46,0,green
12900,00:00:12.900,11.08,0,green
13050,00:00:13.050,14.69,0,green
13200,00:00:13.200,19.94,0,green
13350,00:00:13.350,15.91,0,green
13500,00:00:13.500,16.0,0,green
13650,00:00:13.650,11.71,0,green
13800,00:00:13.800,9.25,0,green
13950,00:00:13.950,9.69,0,green
14100,00:00:14.100,10.7,0,green
14250,00:00:14.250,12.94,0,green
14400,00:00:14.400,14.9,0,green
14550,00:00:14.550,15.71,0,green
14700,00:00:14.700,18.23,0,green
14850,00:00:14.850,15.38,0,green
15000,00:00:15.000,14.0,0,green
15150,00:00:15.150,14.83,0,green
15300,00:00:15.300,17.53,0,green
15450,00:00:15.450,23.9,0,green
15600,00:00:15.600,23.98,0,green
15750,00:00:15.750,22.5,0,green
15900,00:00:15.900,21.45,0,green
16050,00:00:16.050,19.11,0,green
16200,00:00:16.200,14.87,0,green
16350,00:00:16.350,12.11,0,green
16500,00:00:16.500,11.18,0,green
16650,00:00:16.650,13.27,0,green
16800,00:00:16.800,13.81,0,green
16950,00:00:16.950,18.17,0,green
17100,00:00:17.100,17.17,0,green
17250,00:00:17.250,10.64,0,green
17400,00:00:17.400,7.45,0,green
