elapsed_ms,timestamp,angle,feedback,zone
0,00:00:00.000,32.42,0,yellow
150,00:00:00.150,16.36,0,green
300,00:00:00.300,7.17,0,green
450,00:00:00.450,3.06,0,green
600,00:00:00.600,1.39,0,green
750,00:00:00.750,1.49,0,green
900,00:00:00.900,2.67,0,green
1050,00:00:01.050,3.8,0,green
1200,00:00:01.200,3.77,0,green
1350,00:00:01.350,3.15,0,green
1500,00:00:01.500,3.59,0,green
1650,00:00:01.650,4.8,0,green
1800,00:00:01.800,5.04,0,green
1950,00:00:01.950,3.62,0,green
2100,00:00:02.100,2.48,0,green
2250,00:00:02.250,2.25,0,green
2400,00:00:02.400,0.02,0,green
2550,00:00:02.550,-2.49,0,green
2700,00:00:02.700,-3.37,0,green
2850,00:00:02.850,-2.74,0,green
3000,00:00:03.000,-2.07,0,green
3150,00:00:03.150,-1.69,0,green
3300,00:00:03.300,-1.28,0,green
3450,00:00:03.450,-0.64,0,green
3600,00:00:03.600,0.69,0,green
3750,00:00:03.750,1.64,0,green
3900,00:00:03.900,1.51,0,green
4050,00:00:04.050,5.0,0,green
4200,00:00:04.200,7.74,0,green
4350,00:00:04.350,3.87,0,green
4500,00:00:04.500,1.86,0,green
4650,00:00:04.650,-4.31,0,green
4800,00:00:04.800,-6.65,0,green
4950,00:00:04.950,-4.94,0,green
5100,00:00:05.100,1.21,0,green
5250,00:00:05.250,4.11,0,green
5400,00:00:05.400,5.23,0,green
5550,00:00:05.550,5.92,0,green
5700,00:00:05.700,4.59,0,green
5850,00:00:05.850,2.19,0,green
6000,00:00:06.000,3.44,0,green
6150,00:00:06.150,1.71,0,green
6300,00:00:06.300,4.36,0,green
6450,00:00:06.450,7.23,0,green
6600,00:00:06.600,2.27,0,green
6750,00:00:06.750,4.22,0,green
6900,00:00:06.900,6.81,0,green
7050,00:00:07.050,7.27,0,green
7200,00:00:07.200,8.31,0,green
7350,00:00:07.350,10.92,0,green
7500,00:00:07.500,9.17,0,green
7650,00:00:07.650,4.08,0,green
7800,00:00:07.800,1.92,0,green
7950,00:00:07.950,1.18,0,green
8100,00:00:08.100,3.47,0,green
8250,00:00:08.250,7.53,0,green
8400,00:00:08.400,10.99,0,green
8550,00:00:08.550,12.9,0,green
8700,00:00:08.700,12.46,0,green
8850,00:00:08.850,11.92,0,green
9000,00:00:09.000,10.07,0,green
9150,00:00:09.150,9.61,0,green
9300,00:00:09.300,14.09,0,green
9450,00:00:09.450,20.27,0,yellow
9600,00:00:09.600,18.62,0,green
9750,00:00:09.750,12.89,0,green
9900,00:00:09.900,15.9,0,green
10050,00:00:10.050,18.71,0,green
10200,00:00:10.200,17.54,0,green
10350,00:00:10.350,17.49,0,green
10500,00:00:10.500,15.32,0,green
10650,00:00:10.650,14.53,0,green
10800,00:00:10.800,17.21,0,green
10950,00:00:10.950,19.64,0,green
11100,00:00:11.100,23.54,0,yellow
11250,00:00:11.250,17.43,0,green
11400,00:00:11.400,13.76,0,green
11550,00:00:11.550,22.56,0,yellow
11700,00:00:11.700,17.26,0,green
11850,00:00:11.850,15.09,0,green
12000,00:00:12.000,19.15,0,green
12150,00:00:12.150,17.56,0,green
12300,00:00:12.300,20.81,0,yellow
12450,00:00:12.450,20.99,0,yellow
12600,00:00:12.600,23.92,0,yellow
12750,00:00:12.750,27.62,0,yellow
12900,00:00:12.900,29.06,0,yellow
13050,00:00:13.050,26.57,0,yellow
13200,00:00:13.200,25.53,0,yellow
13350,00:00:13.350,25.19,0,yellow
13500,00:00:13.500,23.78,0,yellow
13650,00:00:13.650,22.36,0,yellow
13800,00:00:13.800,22.09,0,yellow
13950,00:00:13.950,21.91,0,yellow
14100,00:00:14.100,21.35,0,yellow
14250,00:00:14.250,20.06,0,yellow
14400,00:00:14.400,19.04,0,green
14550,00:00:14.550,18.29,0,green
14700,00:00:14.700,17.12,0,green
14850,00:00:14.850,16.01,0,green
15000,00:00:15.000,15.08,0,green
15150,00:00:15.150,15.48,0,green
15300,00:00:15.300,15.89,0,green
15450,00:00:15.450,14.36,0,green
15600,00:00:15.600,12.1,0,green
15750,00:00:15.750,14.53,0,green
15900,00:00:15.900,15.94,0,green
16050,00:00:16.050,11.25,0,green
16200,00:00:16.200,6.0,0,green
16350,00:00:16.350,2.24,0,green
16500,00:00:16.500,0.81,0,green
16650,00:00:16.650,0.82,0,green
16800,00:00:16.800,-0.86,0,green
16950,00:00:16.950,2.23,0,green
17100,00:00:17.100,1.86,0,green
17250,00:00:17.250,-0.55,0,green
17400,00:00:17.400,-1.66,0,green
17550,00:00:17.550,1.81,0,green
17700,00:00:17.700,5.6,0,green
17850,00:00:17.850,5.26,0,green
18000,00:00:18.000,2.78,0,green
18150,00:00:18.150,1.25,0,green
18300,00:00:18.300,0.22,0,green
18450,00:00:18.450,1.08,0,green
18600,00:00:18.600,4.55,0,green
18750,00:00:18.750,3.57,0,green
18900,00:00:18.900,1.6,0,green
19050,00:00:19.050,-0.98,0,green
19200,00:00:19.200,-3.46,0,green
19350,00:00:19.350,-4.08,0,green
19500,00:00:19.500,-3.9,0,green
19650,00:00:19.650,-3.52,0,green
