elapsed_ms,timestamp,angle,feedback,zone
0,00:00:00.000,73.03,0,red
150,00:00:00.150,55.32,0,yellow
300,00:00:00.300,44.31,0,yellow
450,00:00:00.450,40.34,0,yellow
600,00:00:00.600,38.9,0,yellow
750,00:00:00.750,38.32,0,yellow
900,00:00:00.900,38.22,0,yellow
1050,00:00:01.050,38.5,0,yellow
1200,00:00:01.200,39.14,0,yellow
1350,00:00:01.350,39.42,0,yellow
1500,00:00:01.500,39.33,0,yellow
1650,00:00:01.650,40.07,0,yellow
1800,00:00:01.800,40.74,0,yellow
1950,00:00:01.950,40.86,0,yellow
2100,00:00:02.100,40.87,0,yellow
2250,00:00:02.250,40.84,0,yellow
2400,00:00:02.400,40.65,0,yellow
2550,00:00:02.550,40.74,0,yellow
2700,00:00:02.700,40.96,0,yellow
2850,00:00:02.850,41.19,0,yellow
3000,00:00:03.000,41.52,0,yellow
3150,00:00:03.150,42.25,0,yellow
3300,00:00:03.300,42.43,0,yellow
3450,00:00:03.450,40.87,0,yellow
3600,00:00:03.600,37.27,0,yellow
3750,00:00:03.750,31.82,0,yellow
3900,00:00:03.900,26.42,0,green
4050,00:00:04.050,20.76,0,green
4200,00:00:04.200,16.85,0,green
4350,00:00:04.350,16.24,0,green
4500,00:00:04.500,17.31,0,green
4650,00:00:04.650,18.57,0,green
4800,00:00:04.800,18.65,0,green
4950,00:00:04.950,19.93,0,green
5100,00:00:05.100,20.71,0,green
5250,00:00:05.250,20.12,0,green
5400,00:00:05.400,19.38,0,green
5550,00:00:05.550,20.98,0,green
5700,00:00:05.700,23.73,0,green
5850,00:00:05.850,23.07,0,green
6000,00:00:06.000,22.22,0,green
6150,00:00:06.150,19.25,0,green
6300,00:00:06.300,13.31,0,green
6450,00:00:06.450,8.93,0,green
6600,00:00:06.600,12.66,0,green
6750,00:00:06.750,20.55,0,green
6900,00:00:06.900,20.35,0,green
7050,00:00:07.050,17.1,0,green
7200,00:00:07.200,18.84,0,green
7350,00:00:07.350,23.41,0,green
7500,00:00:07.500,21.23,0,green
7650,00:00:07.650,16.58,0,green
7800,00:00:07.800,13.78,0,green
7950,00:00:07.950,13.39,0,green
8100,00:00:08.100,14.69,0,green
8250,00:00:08.250,17.11,0,green
8400,00:00:08.400,18.44,0,green
8550,00:00:08.550,18.45,0,green
8700,00:00:08.700,16.0,0,green
8850,00:00:08.850,14.18,0,green
9000,00:00:09.000,15.07,0,green
9150,00:00:09.150,19.3,0,green
9300,00:00:09.300,22.52,0,green
9450,00:00:09.450,17.48,0,green
9600,00:00:09.600,11.83,0,green
9750,00:00:09.750,8.14,0,green
9900,00:00:09.900,4.48,0,green
10050,00:00:10.050,2.31,0,green
10200,00:00:10.200,6.45,0,green
10350,00:00:10.350,10.53,0,green
10500,00:00:10.500,17.04,0,green
10650,00:00:10.650,19.94,0,green
10800,00:00:10.800,13.17,0,green
10950,00:00:10.950,6.49,0,green
11100,00:00:11.100,10.72,0,green
11250,00:00:11.250,17.36,0,green
11400,00:00:11.400,23.27,0,green
11550,00:00:11.550,23.87,0,green
11700,00:00:11.700,22.71,0,green
11850,00:00:11.850,16.88,0,green
12000,00:00:12.000,17.53,0,green
12150,00:00:12.150,15.38,0,green
12300,00:00:12.300,11.65,0,green
12450,00:00:12.450,7.19,0,green
12600,00:00:12.600,6.35,0,green
12750,00:00:12.750,13.27,0,green
12900,00:00:12.900,8.82,0,green
13050,00:00:13.050,9.34,0,green
13200,00:00:13.200,7.77,0,green
13350,00:00:13.350,20.17,0,green
13500,00:00:13.500,17.02,0,green
13650,00:00:13.650,6.6,0,green
13800,00:00:13.800,9.03,0,green
13950,00:00:13.950,12.69,0,green
14100,00:00:14.100,12.54,0,green
14250,00:00:14.250,13.31,0,green
14400,00:00:14.400,14.47,0,green
14550,00:00:14.550,15.68,0,green
14700,00:00:14.700,12.13,0,green
14850,00:00:14.850,14.8,0,green
15000,00:00:15.000,16.85,0,green
15150,00:00:15.150,20.27,0,green
15300,00:00:15.300,25.04,0,green
15450,00:00:15.450,27.8,0,green
15600,00:00:15.600,27.78,0,green
15750,00:00:15.750,23.24,0,green
15900,00:00:15.900,20.67,0,green
16050,00:00:16.050,23.32,0,green
16200,00:00:16.200,34.54,0,yellow
16350,00:00:16.350,39.23,0,yellow
16500,00:00:16.500,36.72,0,yellow
16650,00:00:16.650,21.35,0,green
16800,00:00:16.800,15.41,0,green
16950,00:00:16.950,18.76,0,green
17100,00:00:17.100,28.87,0,green
17250,00:00:17.250,31.47,0,yellow
17400,00:00:17.400,23.78,0,green
17550,00:00:17.550,16.97,0,green
17700,00:00:17.700,8.68,0,green
17850,00:00:17.850,7.62,0,green
18000,00:00:18.000,7.63,0,green
18150,00:00:18.150,11.4,0,green
18300,00:00:18.300,16.38,0,green
18450,00:00:18.450,25.61,0,green
18600,00:00:18.600,31.13,0,yellow
18750,00:00:18.750,25.33,0,green
18900,00:00:18.900,10.61,0,green
19050,00:00:19.050,10.51,0,green
19200,00:00:19.200,19.01,0,green
19350,00:00:19.350,9.92,0,green
19500,00:00:19.500,3.7,0,green
19650,00:00:19.650,13.07,0,green
19800,00:00:19.800,15.92,0,green
19950,00:00:19.950,15.5,0,green
20100,00:00:20.100,16.74,0,green
20250,00:00:20.250,15.96,0,green
20400,00:00:20.400,12.14,0,green
20550,00:00:20.550,5.87,0,green
20700,00:00:20.700,2.4,0,green
20850,00:00:20.850,7.11,0,green
21000,00:00:21.000,23.32,0,green
21150,00:00:21.150,22.22,0,green
21300,00:00:21.300,20.92,0,green
21450,00:00:21.450,19.27,0,green
21600,00:00:21.600,21.17,0,green
21750,00:00:21.750,21.18,0,green
21900,00:00:21.900,23.4,0,green
22050,00:00:22.050,22.17,0,green
22200,00:00:22.200,17.22,0,green
22350,00:00:22.350,14.95,0,green
22500,00:00:22.500,12.63,0,green
22650,00:00:22.650,12.12,0,green
22800,00:00:22.800,17.89,0,green
22950,00:00:22.950,28.27,0,green
23100,00:00:23.100,33.83,0,yellow
23250,00:00:23.250,32.83,0,yellow
23400,00:00:23.400,27.07,0,green
23550,00:00:23.550,17.14,0,green
23700,00:00:23.700,12.28,0,green
23850,00:00:23.850,8.93,0,green
24000,00:00:24.000,5.66,0,green
24150,00:00:24.150,11.22,0,green
24300,00:00:24.300,8.23,0,green
24450,00:00:24.450,12.91,0,green
24600,00:00:24.600,19.98,0,green
24750,00:00:24.750,7.15,0,green
24900,00:00:24.900,11.92,0,green
25050,00:00:25.050,13.65,0,green
25200,00:00:25.200,11.46,0,green
25350,00:00:25.350,15.59,0,green
25500,00:00:25.500,14.87,0,green
25650,00:00:25.650,14.15,0,green
25800,00:00:25.800,10.92,0,green
25950,00:00:25.950,7.59,0,green
26100,00:00:26.100,7.09,0,green
26250,00:00:26.250,9.74,0,green
26400,00:00:26.400,10.77,0,green
26550,00:00:26.550,10.55,0,green
26700,00:00:26.700,12.23,0,green
26850,00:00:26.850,22.07,0,green
27000,00:00:27.000,28.91,0,green
27150,00:00:27.150,35.66,0,yellow
27300,00:00:27.300,42.31,0,yellow
27450,00:00:27.450,40.86,0,yellow
27600,00:00:27.600,40.97,0,yellow
27750,00:00:27.750,43.41,0,yellow
27900,00:00:27.900,39.76,0,yellow
28050,00:00:28.050,27.61,0,green
28200,00:00:28.200,19.79,0,green
28350,00:00:28.350,17.36,0,green
28500,00:00:28.500,12.99,0,green
28650,00:00:28.650,13.89,0,green
28800,00:00:28.800,10.57,0,green
28950,00:00:28.950,10.64,0,green
29100,00:00:29.100,14.0,0,green
29250,00:00:29.250,14.16,0,green
29400,00:00:29.400,17.0,0,green
29550,00:00:29.550,18.25,0,green
29700,00:00:29.700,18.52,0,green
29850,00:00:29.850,19.47,0,green
30000,00:00:30.000,20.52,0,green
30150,00:00:30.150,19.26,0,green
30300,00:00:30.300,19.02,0,green
30450,00:00:30.450,22.49,0,green
30600,00:00:30.600,22.67,0,green
30750,00:00:30.750,18.85,0,green
30900,00:00:30.900,9.42,0,green
31050,00:00:31.050,7.38,0,green
31200,00:00:31.200,11.94,0,green
31350,00:00:31.350,8.21,0,green
31500,00:00:31.500,10.95,0,green
31650,00:00:31.650,14.4,0,green
31800,00:00:31.800,17.63,0,green
31950,00:00:31.950,14.65,0,green
32100,00:00:32.100,10.04,0,green
32250,00:00:32.250,3.3,0,green
32400,00:00:32.400,2.49,0,green
32550,00:00:32.550,6.04,0,green
32700,00:00:32.700,10.27,0,green
32850,00:00:32.850,21.47,0,green
33000,00:00:33.000,32.01,0,yellow
33150,00:00:33.150,21.1,0,green
33300,00:00:33.300,16.36,0,green
33450,00:00:33.450,13.39,0,green
33600,00:00:33.600,16.57,0,green
33750,00:00:33.750,16.66,0,green
33900,00:00:33.900,12.17,0,green
34050,00:00:34.050,16.25,0,green
34200,00:00:34.200,17.07,0,green
34350,00:00:34.350,17.61,0,green
34500,00:00:34.500,19.81,0,green
34650,00:00:34.650,21.74,0,green
34800,00:00:34.800,25.96,0,green
34950,00:00:34.950,29.22,0,green
35100,00:00:35.100,29.16,0,green
35250,00:00:35.250,25.48,0,green
35400,00:00:35.400,18.56,0,green
35550,00:00:35.550,13.85,0,green
35700,00:00:35.700,8.06,0,green
35850,00:00:35.850,9.32,0,green
36000,00:00:36.000,11.21,0,green
36150,00:00:36.150,5.17,0,green
36300,00:00:36.300,13.12,0,green
36450,00:00:36.450,13.57,0,green
36600,00:00:36.600,13.86,0,green
36750,00:00:36.750,7.74,0,green
36900,00:00:36.900,4.8,0,green
37050,00:00:37.050,10.61,0,green
37200,00:00:37.200,12.39,0,green
37350,00:00:37.350,9.95,0,green
37500,00:00:37.500,9.5,0,green
37650,00:00:37.650,8.61,0,green
37800,00:00:37.800,5.34,0,green
37950,00:00:37.950,1.67,0,green
38100,00:00:38.100,1.69,0,green
38250,00:00:38.250,6.18,0,green
38400,00:00:38.400,13.3,0,green
38550,00:00:38.550,14.7,0,green
38700,00:00:38.700,16.29,0,green
38850,00:00:38.850,16.1,0,green
39000,00:00:39.000,16.3,0,green
39150,00:00:39.150,20.61,0,green
39300,00:00:39.300,26.37,0,green
39450,00:00:39.450,27.06,0,green
39600,00:00:39.600,28.68,0,green
39750,00:00:39.750,41.17,0,yellow
39900,00:00:39.900,43.34,0,yellow
40050,00:00:40.050,38.07,0,yellow
40200,00:00:40.200,29.89,0,green
40350,00:00:40.350,19.01,0,green
40500,00:00:40.500,18.95,0,green
40650,00:00:40.650,17.13,0,green
40800,00:00:40.800,16.73,0,green
40950,00:00:40.950,22.58,0,green
41100,00:00:41.100,24.71,0,green
41250,00:00:41.250,24.44,0,green
41400,00:00:41.400,25.68,0,green
41550,00:00:41.550,27.45,0,green
41700,00:00:41.700,20.32,0,green
41850,00:00:41.850,17.75,0,green
42000,00:00:42.000,16.02,0,green
42150,00:00:42.150,15.54,0,green
