elapsed_ms,timestamp,angle,feedback,zone
0,00:00:00.000,67.35,0,red
150,00:00:00.150,67.85,0,red
300,00:00:00.300,67.76,0,red
450,00:00:00.450,67.65,0,red
600,00:00:00.600,70.57,0,red
750,00:00:00.750,72.52,0,red
900,00:00:00.900,71.10,0,red
1050,00:00:01.050,73.49,0,red
1200,00:00:01.200,73.90,0,red
1350,00:00:01.350,70.37,0,red
1500,00:00:01.500,68.24,0,red
1650,00:00:01.650,65.16,0,red
1800,00:00:01.800,65.64,0,red
1950,00:00:01.950,66.54,0,red
2100,00:00:02.100,67.82,0,red
2250,00:00:02.250,67.37,0,red
2400,00:00:02.400,64.13,0,red
2550,00:00:02.550,62.60,0,red
2700,00:00:02.700,63.55,0,red
2850,00:00:02.850,64.64,0,red
3000,00:00:03.000,64.52,0,red
3150,00:00:03.150,64.13,0,red
3300,00:00:03.300,62.32,0,red
3450,00:00:03.450,62.51,0,red
3600,00:00:03.600,64.12,0,red
3750,00:00:03.750,60.23,0,red
3900,00:00:03.900,63.11,0,red
4050,00:00:04.050,65.72,0,red
4200,00:00:04.200,66.50,0,red
4350,00:00:04.350,66.61,0,red
4500,00:00:04.500,64.18,0,red
4650,00:00:04.650,62.52,0,red
4800,00:00:04.800,59.26,0,red
4950,00:00:04.950,57.84,0,red
5100,00:00:05.100,56.30,0,red
5250,00:00:05.250,56.41,0,red
5400,00:00:05.400,56.03,0,red
5550,00:00:05.550,57.87,0,red
5700,00:00:05.700,58.17,0,red
5850,00:00:05.850,58.72,0,red
6000,00:00:06.000,58.54,0,red
6150,00:00:06.150,59.05,0,red
6300,00:00:06.300,57.76,0,red
6450,00:00:06.450,58.59,0,red
6600,00:00:06.600,59.04,0,red
6750,00:00:06.750,60.15,0,red
6900,00:00:06.900,59.87,0,red
7050,00:00:07.050,60.08,0,red
7200,00:00:07.200,61.80,0,red
7350,00:00:07.350,60.73,0,red
7500,00:00:07.500,60.98,0,red
7650,00:00:07.650,61.73,0,red
7800,00:00:07.800,62.54,0,red
7950,00:00:07.950,62.01,0,red
8100,00:00:08.100,62.34,0,red
8250,00:00:08.250,62.55,0,red
8400,00:00:08.400,61.82,0,red
8550,00:00:08.550,60.85,0,red
8700,00:00:08.700,60.79,0,red
8850,00:00:08.850,60.11,0,red
9000,00:00:09.000,58.10,0,red
9150,00:00:09.150,57.05,0,red
9300,00:00:09.300,54.65,0,red
9450,00:00:09.450,60.47,0,red
9600,00:00:09.600,73.47,0,red
9750,00:00:09.750,72.61,0,red
9900,00:00:09.900,63.36,0,red
10050,00:00:10.050,59.31,0,red
10200,00:00:10.200,61.53,0,red
10350,00:00:10.350,65.93,0,red
10500,00:00:10.500,62.14,0,red
10650,00:00:10.650,47.34,0,red
10800,00:00:10.800,60.16,0,red
10950,00:00:10.950,60.69,0,red
11100,00:00:11.100,52.89,0,red
11250,00:00:11.250,66.55,0,red
11400,00:00:11.400,72.94,0,red
11550,00:00:11.550,69.66,0,red
11700,00:00:11.700,75.96,0,red
11850,00:00:11.850,64.79,0,red
12000,00:00:12.000,63.01,0,red
12150,00:00:12.150,65.53,0,red
12300,00:00:12.300,56.27,0,red
12450,00:00:12.450,59.92,0,red
12600,00:00:12.600,56.92,0,red
12750,00:00:12.750,57.56,0,red
12900,00:00:12.900,60.31,0,red
13050,00:00:13.050,57.30,0,red
13200,00:00:13.200,55.77,0,red
13350,00:00:13.350,55.45,0,red
13500,00:00:13.500,61.42,0,red
13650,00:00:13.650,47.40,0,red
13800,00:00:13.800,65.52,0,red
13950,00:00:13.950,50.29,0,red
14100,00:00:14.100,56.94,0,red
14250,00:00:14.250,61.76,0,red
14400,00:00:14.400,57.03,0,red
14550,00:00:14.550,59.13,0,red
14700,00:00:14.700,61.85,0,red
14850,00:00:14.850,54.86,0,red
15000,00:00:15.000,57.47,0,red
15150,00:00:15.150,72.25,0,red
15300,00:00:15.300,73.24,0,red
15450,00:00:15.450,68.57,0,red
15600,00:00:15.600,66.64,0,red
15750,00:00:15.750,77.54,0,red
15900,00:00:15.900,70.60,0,red
16050,00:00:16.050,65.48,0,red
16200,00:00:16.200,63.52,0,red
16350,00:00:16.350,61.68,0,red
16500,00:00:16.500,57.09,0,red
16650,00:00:16.650,58.16,0,red
16800,00:00:16.800,62.92,0,red
16950,00:00:16.950,55.07,0,red
17100,00:00:17.100,52.42,0,red
17250,00:00:17.250,60.53,0,red
17400,00:00:17.400,70.48,0,red
17550,00:00:17.550,82.97,0,red
17700,00:00:17.700,63.36,0,red
17850,00:00:17.850,56.32,0,red
18000,00:00:18.000,65.97,0,red
18150,00:00:18.150,71.96,0,red
18300,00:00:18.300,62.98,0,red
18450,00:00:18.450,51.43,0,red
18600,00:00:18.600,53.85,0,red
18750,00:00:18.750,60.68,0,red
18900,00:00:18.900,58.51,0,red
19050,00:00:19.050,52.48,0,red
19200,00:00:19.200,60.55,0,red
19350,00:00:19.350,68.16,0,red
19500,00:00:19.500,62.47,0,red
19650,00:00:19.650,55.05,0,red
19800,00:00:19.800,62.95,0,red
19950,00:00:19.950,73.02,0,red
20100,00:00:20.100,59.89,0,red
20250,00:00:20.250,55.72,0,red
20400,00:00:20.400,60.19,0,red
20550,00:00:20.550,74.84,0,red
20700,00:00:20.700,61.35,0,red
20850,00:00:20.850,51.04,0,red
21000,00:00:21.000,59.11,0,red
21150,00:00:21.150,67.27,0,red
21300,00:00:21.300,55.01,0,red
21450,00:00:21.450,46.56,0,red
21600,00:00:21.600,59.27,0,red
21750,00:00:21.750,67.91,0,red
21900,00:00:21.900,53.65,0,red
22050,00:00:22.050,49.91,0,red
22200,00:00:22.200,57.76,0,red
22350,00:00:22.350,64.36,0,red
22500,00:00:22.500,51.27,0,red
22650,00:00:22.650,46.15,0,red
22800,00:00:22.800,58.99,0,red
22950,00:00:22.950,68.71,0,red
23100,00:00:23.100,53.57,0,red
23250,00:00:23.250,53.30,0,red
23400,00:00:23.400,62.97,0,red
23550,00:00:23.550,68.15,0,red
23700,00:00:23.700,50.13,0,red
23850,00:00:23.850,47.81,0,red
24000,00:00:24.000,61.16,0,red
24150,00:00:24.150,67.32,0,red
24300,00:00:24.300,52.38,0,red
24450,00:00:24.450,53.82,0,red
24600,00:00:24.600,63.01,0,red
24750,00:00:24.750,67.32,0,red
24900,00:00:24.900,50.48,0,red
25050,00:00:25.050,50.89,0,red
25200,00:00:25.200,65.84,0,red
25350,00:00:25.350,71.02,0,red
25500,00:00:25.500,58.63,0,red
25650,00:00:25.650,58.51,0,red
25800,00:00:25.800,66.12,0,red
25950,00:00:25.950,63.80,0,red
26100,00:00:26.100,45.85,0,red
26250,00:00:26.250,51.12,0,red
26400,00:00:26.400,60.46,0,red
26550,00:00:26.550,58.00,0,red
26700,00:00:26.700,51.92,0,red
26850,00:00:26.850,54.39,0,red
27000,00:00:27.000,66.82,0,red
27150,00:00:27.150,56.42,0,red
27300,00:00:27.300,48.52,0,red
27450,00:00:27.450,55.17,0,red
27600,00:00:27.600,65.50,0,red
27750,00:00:27.750,61.11,0,red
27900,00:00:27.900,66.28,0,red
28050,00:00:28.050,68.11,0,red
28200,00:00:28.200,81.93,0,red
28350,00:00:28.350,64.54,0,red
28500,00:00:28.500,60.59,0,red
28650,00:00:28.650,72.90,0,red
28800,00:00:28.800,86.71,0,red
28950,00:00:28.950,73.94,0,red
29100,00:00:29.100,64.38,0,red
29250,00:00:29.250,76.11,0,red
29400,00:00:29.400,86.15,0,red
29550,00:00:29.550,62.48,0,red
29700,00:00:29.700,48.34,0,red
29850,00:00:29.850,59.10,0,red
30000,00:00:30.000,65.92,0,red
30150,00:00:30.150,59.81,0,red
30300,00:00:30.300,54.55,0,red
30450,00:00:30.450,58.24,0,red
30600,00:00:30.600,70.73,0,red
30750,00:00:30.750,59.55,0,red
30900,00:00:30.900,49.40,0,red
31050,00:00:31.050,55.38,0,red
31200,00:00:31.200,63.31,0,red
31350,00:00:31.350,58.19,0,red
31500,00:00:31.500,52.57,0,red
31650,00:00:31.650,55.42,0,red
31800,00:00:31.800,65.21,0,red
31950,00:00:31.950,62.62,0,red
32100,00:00:32.100,52.37,0,red
32250,00:00:32.250,54.77,0,red
32400,00:00:32.400,66.96,0,red
32550,00:00:32.550,71.51,0,red
32700,00:00:32.700,62.00,0,red
32850,00:00:32.850,57.60,0,red
33000,00:00:33.000,69.90,0,red
33150,00:00:33.150,74.38,0,red
33300,00:00:33.300,74.70,0,red
33450,00:00:33.450,71.13,0,red
